Total Simulation steps: 7186
Td	ID	Tj	Df	Dd	Db
84	2331	84	0	0	0
84	2330	84	0	0	0
84	2329	84	0	0	0
85	2332	85	0	0	0
85	2335	85	0	0	0
85	2334	85	0	0	0
85	2333	85	0	0	0
86	2336	86	0	0	0
86	2339	86	0	0	0
86	2338	86	0	0	0
86	2337	86	0	0	0
87	2340	87	0	0	0
87	2343	87	0	0	0
87	2342	87	0	0	0
87	2341	87	0	0	0
88	2344	88	0	0	0
88	2347	88	0	0	0
88	2346	88	0	0	0
88	2345	88	0	0	0
89	2348	89	0	0	0
89	2351	89	0	0	0
89	2350	89	0	0	0
89	2349	89	0	0	0
90	2352	90	0	0	0
90	2355	90	0	0	0
90	2354	90	0	0	0
90	2353	90	0	0	0
91	2356	91	0	0	0
91	2359	91	0	0	0
91	2358	91	0	0	0
91	2357	91	0	0	0
92	2360	92	0	0	0
92	2363	92	0	0	0
92	2362	92	0	0	0
92	2361	92	0	0	0
93	2364	93	0	0	0
93	2367	93	0	0	0
93	2366	93	0	0	0
93	2365	93	0	0	0
94	2368	94	0	0	0
94	2371	94	0	0	0
94	2370	94	0	0	0
94	2369	94	0	0	0
95	2372	95	0	0	0
95	2375	95	0	0	0
95	2374	95	0	0	0
95	2373	95	0	0	0
96	2376	96	0	0	0
96	2379	96	0	0	0
96	2378	96	0	0	0
96	2377	96	0	0	0
97	2380	97	0	0	0
97	2383	97	0	0	0
97	2382	97	0	0	0
97	2381	97	0	0	0
98	2384	98	0	0	0
98	2387	98	0	0	0
98	2386	98	0	0	0
98	2385	98	0	0	0
99	2388	99	0	0	0
99	2391	99	0	0	0
99	2390	99	0	0	0
99	2389	99	0	0	0
100	2392	100	0	0	0
100	2395	100	0	0	0
100	2394	100	0	0	0
100	2393	100	0	0	0
101	2396	101	0	0	0
101	2399	101	0	0	0
101	2398	101	0	0	0
101	2397	101	0	0	0
102	2400	102	0	0	0
102	2403	102	0	0	0
102	2402	102	0	0	0
102	2401	102	0	0	0
103	2404	103	0	0	0
103	2407	103	0	0	0
103	2406	103	0	0	0
103	2405	103	0	0	0
104	2408	104	0	0	0
104	2411	104	0	0	0
104	2410	104	0	0	0
104	2409	104	0	0	0
105	2412	105	0	0	0
105	2415	105	0	0	0
105	2414	105	0	0	0
105	2413	105	0	0	0
106	2416	106	0	0	0
106	2419	106	0	0	0
106	2418	106	0	0	0
106	2417	106	0	0	0
107	2420	107	0	0	0
107	2423	107	0	0	0
107	2422	107	0	0	0
107	2421	107	0	0	0
108	2424	108	0	0	0
108	2427	108	0	0	0
108	2426	108	0	0	0
108	2425	108	0	0	0
109	2428	109	0	0	0
109	2431	109	0	0	0
109	2430	109	0	0	0
109	2429	109	0	0	0
110	2432	110	0	0	0
110	2435	110	0	0	0
110	2434	110	0	0	0
110	2433	110	0	0	0
111	2436	111	0	0	0
111	2439	111	0	0	0
111	2438	111	0	0	0
111	2437	111	0	0	0
112	2440	112	0	0	0
112	2443	112	0	0	0
112	2442	112	0	0	0
112	2441	112	0	0	0
113	2444	113	0	0	0
113	2447	113	0	0	0
113	2446	113	0	0	0
113	2445	113	0	0	0
114	2448	114	0	0	0
114	2451	114	0	0	0
114	2450	114	0	0	0
114	2449	114	0	0	0
115	2452	115	0	0	0
115	2455	115	0	0	0
115	2454	115	0	0	0
115	2453	115	0	0	0
116	2456	116	0	0	0
116	2459	116	0	0	0
116	2458	116	0	0	0
116	2457	116	0	0	0
117	2460	117	0	0	0
117	2463	117	0	0	0
117	2462	117	0	0	0
117	2461	117	0	0	0
118	2464	118	0	0	0
118	2467	118	0	0	0
118	2466	118	0	0	0
118	2465	118	0	0	0
119	2468	119	0	0	0
119	2471	119	0	0	0
119	2470	119	0	0	0
119	2469	119	0	0	0
120	2472	120	0	0	0
120	2475	120	0	0	0
120	2474	120	0	0	0
120	2473	120	0	0	0
121	2476	121	0	0	0
121	2479	121	0	0	0
121	2478	121	0	0	0
121	2477	121	0	0	0
122	2480	122	0	0	0
122	2483	122	0	0	0
122	2482	122	0	0	0
122	2481	122	0	0	0
123	2484	123	0	0	0
123	2487	123	0	0	0
123	2486	123	0	0	0
123	2485	123	0	0	0
124	2488	124	0	0	0
124	2491	124	0	0	0
124	2490	124	0	0	0
124	2489	124	0	0	0
125	2492	125	0	0	0
125	2495	125	0	0	0
125	2494	125	0	0	0
125	2493	125	0	0	0
126	2496	126	0	0	0
126	2499	126	0	0	0
126	2498	126	0	0	0
126	2497	126	0	0	0
127	2500	127	0	0	0
127	2503	127	0	0	0
127	2502	127	0	0	0
127	2501	127	0	0	0
128	2504	128	0	0	0
128	2507	128	0	0	0
128	2506	128	0	0	0
128	2505	128	0	0	0
129	2508	129	0	0	0
129	2511	129	0	0	0
129	2510	129	0	0	0
129	2509	129	0	0	0
130	2512	130	0	0	0
130	2515	130	0	0	0
130	2514	130	0	0	0
130	2513	130	0	0	0
131	2516	131	0	0	0
131	2519	131	0	0	0
131	2518	131	0	0	0
131	2517	131	0	0	0
132	2520	132	0	0	0
132	2523	132	0	0	0
132	2522	132	0	0	0
132	2521	132	0	0	0
133	2524	133	0	0	0
133	2527	133	0	0	0
133	2526	133	0	0	0
133	2525	133	0	0	0
134	2528	134	0	0	0
134	2531	134	0	0	0
134	2530	134	0	0	0
134	2529	134	0	0	0
135	2532	135	0	0	0
135	2535	135	0	0	0
135	2534	135	0	0	0
135	2533	135	0	0	0
136	2536	136	0	0	0
136	2539	136	0	0	0
136	2538	136	0	0	0
136	2537	136	0	0	0
137	2540	137	0	0	0
137	2543	137	0	0	0
137	2542	137	0	0	0
137	2541	137	0	0	0
138	2544	138	0	0	0
138	2547	138	0	0	0
138	2546	138	0	0	0
138	2545	138	0	0	0
139	2548	139	0	0	0
139	2551	139	0	0	0
139	2550	139	0	0	0
139	2549	139	0	0	0
140	2552	140	0	0	0
140	2555	140	0	0	0
140	2554	140	0	0	0
140	2553	140	0	0	0
141	2556	141	0	0	0
141	2559	141	0	0	0
141	2558	141	0	0	0
141	2557	141	0	0	0
142	2560	142	0	0	0
142	2563	142	0	0	0
142	2562	142	0	0	0
142	2561	142	0	0	0
143	2564	143	0	0	0
143	2567	143	0	0	0
143	2566	143	0	0	0
143	2565	143	0	0	0
144	2568	144	0	0	0
144	2571	144	0	0	0
144	2570	144	0	0	0
144	2569	144	0	0	0
145	2572	145	0	0	0
145	2575	145	0	0	0
145	2574	145	0	0	0
145	2573	145	0	0	0
146	2576	146	0	0	0
146	2579	146	0	0	0
146	2578	146	0	0	0
146	2577	146	0	0	0
147	2580	147	0	0	0
147	2583	147	0	0	0
147	2582	147	0	0	0
147	2581	147	0	0	0
148	2584	148	0	0	0
148	2587	148	0	0	0
148	2586	148	0	0	0
148	2585	148	0	0	0
149	2588	149	0	0	0
149	2591	149	0	0	0
149	2590	149	0	0	0
149	2589	149	0	0	0
150	2592	150	0	0	0
150	2595	150	0	0	0
150	2594	150	0	0	0
150	2593	150	0	0	0
151	2596	151	0	0	0
151	2599	151	0	0	0
151	2598	151	0	0	0
151	2597	151	0	0	0
152	2600	152	0	0	0
152	2603	152	0	0	0
152	2602	152	0	0	0
152	2601	152	0	0	0
153	2604	153	0	0	0
153	2607	153	0	0	0
153	2606	153	0	0	0
153	2605	153	0	0	0
154	2608	154	0	0	0
154	2611	154	0	0	0
154	2610	154	0	0	0
154	2609	154	0	0	0
155	2612	155	0	0	0
155	2615	155	0	0	0
155	2614	155	0	0	0
155	2613	155	0	0	0
156	2616	156	0	0	0
156	2619	156	0	0	0
156	2618	156	0	0	0
156	2617	156	0	0	0
157	2620	157	0	0	0
157	2623	157	0	0	0
157	2622	157	0	0	0
157	2621	157	0	0	0
158	2624	158	0	0	0
158	2627	158	0	0	0
158	2626	158	0	0	0
158	2625	158	0	0	0
159	2628	159	0	0	0
159	2631	159	0	0	0
159	2630	159	0	0	0
159	2629	159	0	0	0
